id,key,value,type
17410524,name_type,Ave,tiger
17410524,name_direction_prefix,W,tiger
17410970,name,Fairbanks Place,regular
17410970,highway,residential,regular
17410970,cfcc,A41,tiger
17410970,county,"Lake, IN",tiger
17410970,reviewed,no,tiger
17410970,zip_left,46321,tiger
17410970,name_base,Fairbanks,tiger
17410970,name_type,Pl,tiger
17410970,zip_right,46321,tiger
17411428,name,Fairview Lane,regular
17411428,highway,residential,regular
17411428,cfcc,A41,tiger
17411428,county,"Lake, IN",tiger
17411428,reviewed,no,tiger
17411428,zip_left,46375,tiger
17411428,name_base,Fairview,tiger
17411428,name_type,Ln,tiger
17411428,zip_right,46375,tiger
17411782,name,Pembroke Drive,regular
17411782,highway,residential,regular
17411782,cfcc,A41,tiger
17411782,county,"Lake, IN",tiger
17411782,reviewed,no,tiger
17411782,zip_left,46342,tiger
17411782,name_base,Pembroke,tiger
17411782,name_type,Dr,tiger
17412178,name,Covington Court,regular
17412178,highway,residential,regular
17412178,cfcc,A41,tiger
17412178,county,"Lake, IN",tiger
17412178,reviewed,no,tiger
17412178,zip_left,46307,tiger
17412178,name_base,Covington,tiger
17412178,name_type,Ct,tiger
17412178,zip_right,46307,tiger
17412602,name,Noble Street,regular
17412602,highway,residential,regular
17412602,cfcc,A41,tiger
17412602,county,"Lake, IN",tiger
17412602,reviewed,no,tiger
17412602,zip_left,46410,tiger
17412602,name_base,Noble,tiger
17412602,name_type,St,tiger
17412602,zip_right,46410,tiger
17413144,name,211th Street,regular
17413144,highway,residential,regular
17413144,cfcc,A41,tiger
17413144,county,"Lake, IN",tiger
17413144,reviewed,no,tiger
17413144,zip_left,46311,tiger
17413144,name_base,211th,tiger
17413144,name_type,St,tiger
17413144,zip_right,46311,tiger
17413503,name,North Dwiggins Avenue,regular
17413503,highway,residential,regular
17413503,cfcc,A41,tiger
17413503,county,"Lake, IN",tiger
17413503,reviewed,no,tiger
17413503,zip_left,46319,tiger
17413503,name_base,Dwiggins,tiger
17413503,name_type,Ave,tiger
17413503,zip_right,46319,tiger
17413503,name_direction_prefix,N,tiger
17413876,name,Grand Avenue,regular
17413876,highway,residential,regular
17413876,cfcc,A41,tiger
17413876,county,"Lake, IN",tiger
17413876,reviewed,no,tiger
17413876,zip_left,46323,tiger
17413876,name_base,Grand,tiger
17413876,name_type,Ave,tiger
17413876,zip_right,46323,tiger
17413876,zip_left_1,46323,tiger
17414252,name,East 44th Place,regular
17414252,highway,residential,regular
17414252,cfcc,A41,tiger
17414252,county,"Lake, IN",tiger
17414252,reviewed,no,tiger
17414252,zip_left,46409,tiger
17414252,name_base,44th,tiger
17414252,name_type,Pl,tiger
17414252,zip_right,46409,tiger
17414252,name_direction_prefix,E,tiger
17414563,name,Cleveland Street,regular
17414563,highway,residential,regular
17414563,cfcc,A41,tiger
17414563,county,"Lake, IN",tiger
17414563,reviewed,no,tiger
17414563,zip_left,46404,tiger
17414563,name_base,Cleveland,tiger
17414563,name_type,St,tiger
17414563,zip_right,46404,tiger
17414917,name,Waterside Lane,regular
17414917,highway,residential,regular
17414917,cfcc,A41,tiger
17414917,county,"Lake, IN",tiger
17414917,reviewed,no,tiger
17414917,zip_left,46307,tiger
17414917,name_base,Waterside,tiger
17414917,name_type,Ln,tiger
17414917,zip_right,46307,tiger
17415163,name,West 26th Place,regular
17415163,highway,residential,regular
17415163,cfcc,A41,tiger
17415163,county,"Lake, IN",tiger
17415163,reviewed,no,tiger
17415163,zip_left,46404,tiger
17415163,name_base,26th,tiger
17415163,name_type,Pl,tiger
17415163,zip_right,46404,tiger
17415163,name_direction_prefix,W,tiger
17415492,name,East Rand Street,regular
17415492,highway,residential,regular
17415492,cfcc,A41,tiger
17415492,county,"Lake, IN",tiger
17415492,reviewed,no,tiger
17415492,zip_left,46342,tiger
17415492,name_base,Rand,tiger
17415492,name_type,St,tiger
17415492,zip_right,46342,tiger
17415492,name_direction_prefix,E,tiger
17415825,name,East 25th Place,regular
17415825,highway,residential,regular
17415825,cfcc,A41,tiger
17415825,county,"Lake, IN",tiger
17415825,reviewed,no,tiger
17415825,name_base,25th,tiger
17415825,name_type,Pl,tiger
17415825,name_direction_prefix,E,tiger
17416146,name,Starboard Court,regular
17416146,highway,residential,regular
17416146,cfcc,A41,tiger
17416146,county,"Lake, IN",tiger
17416146,reviewed,no,tiger
17416146,zip_left,46342,tiger
17416146,name_base,Starboard,tiger
17416146,name_type,Ct,tiger
17416146,zip_right,46342,tiger
17416505,name,North Knox Street,regular
17416505,highway,residential,regular
17416505,cfcc,A41,tiger
17416505,county,"Lake, IN",tiger
17416505,reviewed,no,tiger
17416505,zip_left,46403,tiger
17416505,name_base,Knox,tiger
17416505,name_type,St,tiger
17416505,zip_right,46403,tiger
17416505,name_direction_prefix,N,tiger
17416816,name,Madison Avenue,regular
17416816,highway,residential,regular
17416816,cfcc,A41,tiger
17416816,county,"Lake, IN",tiger
17416816,reviewed,no,tiger
17416816,zip_left,46321,tiger
17416816,name_base,Madison,tiger
17416816,name_type,Ave,tiger
17416816,zip_right,46321,tiger
17417133,name,West Robinson Street,regular
17417133,highway,residential,regular
17417133,cfcc,A41,tiger
17417133,county,"Lake, IN",tiger
17417133,reviewed,no,tiger
17417133,name_base,Robinson,tiger
17417133,name_type,St,tiger
17417133,name_direction_prefix,W,tiger
17417644,name,Fulton Place,regular
17417644,highway,residential,regular
17417644,cfcc,A41,tiger
17417644,county,"Lake, IN",tiger
17417644,reviewed,no,tiger
17417644,zip_left,46307,tiger
17417644,name_base,Fulton,tiger
17417644,name_type,Pl,tiger
17417644,zip_right,46307,tiger
17417950,name,Victor Drive,regular
17417950,highway,residential,regular
17417950,cfcc,A41,tiger
17417950,county,"Lake, IN",tiger
17417950,reviewed,no,tiger
17417950,zip_left,46342,tiger
17417950,name_base,Victor,tiger
17417950,name_type,Dr,tiger
17417950,zip_right,46342,tiger
17418386,name,Monix Drive,regular
17418386,highway,residential,regular
17418386,cfcc,A41,tiger
17418386,county,"Lake, IN",tiger
17418386,reviewed,no,tiger
17418386,zip_left,46373,tiger
17418386,name_base,Monix,tiger
17418386,name_type,Dr,tiger
17418386,zip_right,46373,tiger
17418861,name,Calumet Avenue,regular
17418861,highway,residential,regular
17418861,cfcc,A41,tiger
17418861,county,"Lake, IN",tiger
17418861,reviewed,no,tiger
17418861,name_base,Calumet,tiger
17418861,name_type,Ave,tiger
17419302,name,Nottingham Lane,regular
17419302,highway,residential,regular
17419302,cfcc,A41,tiger
17419302,county,"Lake, IN",tiger
17419302,reviewed,no,tiger
17419302,zip_left,46375,tiger
17419302,name_base,Nottingham,tiger
17419302,name_type,Ln,tiger
17419302,zip_right,46375,tiger
17419685,name,Mulberry Street,regular
17419685,highway,residential,regular
17419685,cfcc,A41,tiger
17419685,county,"Lake, IN",tiger
17419685,reviewed,no,tiger
17419685,zip_left,46324,tiger
17419685,name_base,Mulberry,tiger
17419685,name_type,St,tiger
17419685,zip_right,46324,tiger
17420051,name,East 13th Avenue,regular
17420051,highway,residential,regular
17420051,cfcc,A41,tiger
17420051,county,"Lake, IN",tiger
17420051,zip_left,46407,tiger
17420051,name_base,13th,tiger
17420051,name_type,Ave,tiger
17420051,zip_right,46407,tiger
17420051,name_direction_prefix,E,tiger
17420390,name,Hunters Court,regular
17420390,highway,residential,regular
17420390,cfcc,A41,tiger
17420390,county,"Lake, IN",tiger
17420390,reviewed,no,tiger
17420390,zip_left,46373,tiger
17420390,name_base,Hunters,tiger
17420390,name_type,Ct,tiger
17420390,zip_right,46373,tiger
17420757,name,West 97th Avenue,regular
17420757,highway,residential,regular
17420757,cfcc,A41,tiger
17420757,county,"Lake, IN",tiger
17420757,reviewed,no,tiger
17420757,zip_left,46307,tiger
17420757,name_base,97th,tiger
17420757,name_type,Ave,tiger
17420757,zip_right,46307,tiger
17420757,name_direction_prefix,W,tiger
17421113,name,Fillmore Street,regular
17421113,highway,residential,regular
17421113,cfcc,A41,tiger
17421113,county,"Lake, IN",tiger
17421113,reviewed,no,tiger
17421113,zip_left,46407,tiger
17421113,name_base,Fillmore,tiger
17421113,name_type,St,tiger
17421113,zip_right,46407,tiger
17421508,name,Michigan Avenue,regular
17421508,highway,residential,regular
17421508,cfcc,A41,tiger
17421508,county,"Lake, IN",tiger
17421508,reviewed,no,tiger
17421508,zip_left,46405,tiger
17421508,name_base,Michigan,tiger
17421508,name_type,Ave,tiger
17421508,zip_right,46405,tiger
17421869,name,Harrison Street,regular
17421869,highway,residential,regular
17421869,cfcc,A41,tiger
17421869,county,"Lake, IN",tiger
17421869,reviewed,no,tiger
17421869,zip_left,46402,tiger
17421869,name_base,Harrison,tiger
17421869,name_type,St,tiger
17421869,zip_right,46402,tiger
17422275,name,West 85th Avenue,regular
17422275,name_1,Berens,regular
17422275,highway,residential,regular
17422275,cfcc,A41,tiger
17422275,county,"Lake, IN",tiger
17422275,reviewed,no,tiger
17422275,zip_left,46373,tiger
17422275,name_base,85th,tiger
17422275,name_type,Ave,tiger
17422275,zip_right,46373,tiger
17422275,name_base_1,Berens,tiger
17422275,name_direction_prefix,W,tiger
17422687,name,Delaware Avenue,regular
17422687,highway,residential,regular
17422687,cfcc,A41,tiger
17422687,county,"Lake, IN",tiger
17422687,reviewed,no,tiger
17422687,zip_left,46323,tiger
17422687,name_base,Delaware,tiger
17422687,name_type,Ave,tiger
17422687,zip_right,46323,tiger
17423137,name,West 105th Place,regular
17423137,highway,residential,regular
17423137,cfcc,A41,tiger
17423137,county,"Lake, IN",tiger
17423137,reviewed,no,tiger
17423137,name_base,105th,tiger
17423137,name_type,Pl,tiger
17423137,name_direction_prefix,W,tiger
17423596,name,Superior Avenue,regular
17423596,highway,residential,regular
17423596,cfcc,A41,tiger
17423596,tlid,98415961:98416163:98415959,tiger
17423596,county,"Lake, IN",tiger
17423596,source,tiger_import_dch_v0.6_20070810,tiger
17423596,reviewed,no,tiger
17423596,zip_left,46394,tiger
17423596,name_base,Superior,tiger
17423596,name_type,Ave,tiger
17423596,separated,no,tiger
17423596,zip_right,46394,tiger
17423596,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17423972,name,176th Place,regular
17423972,name_1,East 176th Place,regular
17423972,highway,residential,regular
17423972,cfcc,A41,tiger
17423972,county,"Lake, IN",tiger
17423972,reviewed,no,tiger
17423972,zip_left,46323,tiger
17423972,name_base,176th,tiger
17423972,name_type,Pl,tiger
17423972,zip_right,46323,tiger
17423972,name_base_1,176th,tiger
17423972,name_type_1,Pl,tiger
17423972,name_direction_prefix_1,E,tiger
17424373,name,Crest Road,regular
17424373,highway,residential,regular
17424373,cfcc,A41,tiger
17424373,county,"Lake, IN",tiger
17424373,reviewed,no,tiger
17424373,zip_left,46408,tiger
17424373,name_base,Crest,tiger
17424373,name_type,Rd,tiger
17424373,zip_right,46408,tiger
17424881,highway,residential,regular
17424881,name,Andrew Drive,regular
17424881,cfcc,A41,tiger
17424881,county,"Lake, IN",tiger
17424881,name_base,Andrew,tiger
17424881,name_type,Dr,tiger
17424881,reviewed,no,tiger
17424881,zip_left,46311,tiger
17424881,zip_right,46311,tiger
17425228,name,West 124th Place,regular
17425228,highway,residential,regular
17425228,short_name,W 124th Pl,regular
17425228,cfcc,A41,tiger
17425228,tlid,98433197:98433199,tiger
17425228,county,"Lake, IN",tiger
17425228,source,tiger_import_dch_v0.6_20070810,tiger
17425228,reviewed,no,tiger
17425228,zip_left,46307,tiger
17425228,name_base,124th,tiger
17425228,name_type,Pl,tiger
17425228,separated,no,tiger
17425228,zip_right,46307,tiger
17425228,upload_uuid,bulk_upload.pl-4d37b670-d7a9-48bd-a47e-757150514641,tiger
17425228,name_direction_prefix,W,tiger
17425649,name,West 77th Place,regular
17425649,name_1,Venzke Road,regular
17425649,highway,residential,regular
17425649,cfcc,A41,tiger
17425649,county,"Lake, IN",tiger
17425649,reviewed,no,tiger
17425649,zip_left,46375,tiger
17425649,name_base,77th,tiger
17425649,name_type,Pl,tiger
17425649,zip_right,46375,tiger
17425649,name_base_1,Venzke,tiger
17425649,name_type_1,Rd,tiger
17425649,name_direction_prefix,W,tiger
17426053,name,West 139th Court,regular
17426053,highway,residential,regular
17426053,cfcc,A41,tiger
17426053,county,"Lake, IN",tiger
17426053,reviewed,no,tiger
17426053,zip_left,46303,tiger
17426053,name_base,139th,tiger
17426053,name_type,Ct,tiger
17426053,zip_right,46303,tiger
17426053,name_direction_prefix,W,tiger
17426532,name,72nd Court,regular
17426532,highway,residential,regular
17426532,cfcc,A41,tiger
17426532,county,"Lake, IN",tiger
17426532,reviewed,no,tiger
17426532,zip_left,46410,tiger
17426532,name_base,72nd,tiger
17426532,name_type,Ct,tiger
17426532,zip_right,46410,tiger
17426883,name,Pine Court,regular
17426883,highway,residential,regular
17426883,cfcc,A41,tiger
17426883,county,"Lake, IN",tiger
17426883,reviewed,no,tiger
17426883,zip_left,46375,tiger
17426883,name_base,Pine,tiger
17426883,name_type,Ct,tiger
17426883,zip_right,46375,tiger
17427396,name,Garfield Street,regular
17427396,highway,residential,regular
17427396,cfcc,A41,tiger
17427396,county,"Lake, IN",tiger
17427396,reviewed,no,tiger
17427396,zip_left,46410,tiger
17427396,name_base,Garfield,tiger
17427396,name_type,St,tiger
17427396,zip_right,46410,tiger
17427774,name,Floyd Street,regular
17427774,highway,residential,regular
17427774,cfcc,A41,tiger
17427774,county,"Lake, IN",tiger
17427774,reviewed,no,tiger
17427774,zip_left,46405,tiger
17427774,name_base,Floyd,tiger
17427774,name_type,St,tiger
17427774,zip_right,46405,tiger
17428144,name,East 41st Place,regular
17428144,highway,residential,regular
17428144,cfcc,A41,tiger
17428144,county,"Lake, IN",tiger
17428144,reviewed,no,tiger
17428144,zip_left,46322,tiger
17428144,name_base,41st,tiger
17428144,name_type,Pl,tiger
17428144,zip_right,46322,tiger
17428144,name_direction_prefix,E,tiger
17428596,name,Park Avenue,regular
17428596,highway,residential,regular
17428596,cfcc,A41,tiger
17428596,county,"Lake, IN",tiger
17428596,reviewed,no,tiger
17428596,zip_left,46405,tiger
17428596,name_base,Park,tiger
17428596,name_type,Ave,tiger
17428596,zip_right,46405,tiger
17428902,name,Morton Street,regular
17428902,highway,residential,regular
17428902,cfcc,A41,tiger
17428902,county,"Lake, IN",tiger
17428902,reviewed,no,tiger
17428902,zip_left,46404,tiger
17428902,name_base,Morton,tiger
17428902,name_type,St,tiger
17428902,zip_right,46404,tiger
17429190,name,West 55th Avenue,regular
17429190,highway,residential,regular
17429190,cfcc,A41,tiger
17429190,county,"Lake, IN",tiger
17429190,reviewed,no,tiger
17429190,zip_left,46410,tiger
17429190,name_base,55th,tiger
17429190,name_type,Ave,tiger
17429190,zip_right,46410,tiger
17429190,name_direction_prefix,W,tiger
17429531,name,Willowbrook Drive,regular
17429531,name_1,Willow Brook Road,regular
17429531,highway,residential,regular
17429531,cfcc,A41,tiger
17429531,county,"Lake, IN",tiger
17429531,reviewed,no,tiger
17429531,name_base,Willowbrook,tiger
17429531,name_type,Dr,tiger
17429531,name_base_1,Willow Brook,tiger
17429531,name_type_1,Rd,tiger
17429841,name,Rhodes Road,regular
17429841,highway,residential,regular
17429841,cfcc,A41,tiger
17429841,county,"Lake, IN",tiger
17429841,reviewed,no,tiger
17429841,zip_left,46303,tiger
17429841,name_base,Rhodes,tiger
17429841,name_type,Rd,tiger
17429841,zip_right,46303,tiger
17497597,destination,Portage;Port of Indiana,regular
17497597,ref,IN 249,destination
17497597,highway,motorway_link,regular
17497597,oneway,yes,regular
17497597,county,"Porter, IN",tiger
17498247,name,Ironwood,regular
17498247,highway,residential,regular
17498247,cfcc,A41,tiger
17498247,tlid,119927135:119927136,tiger
17498247,county,"Porter, IN",tiger
17498247,source,tiger_import_dch_v0.6_20070810,tiger
17498247,reviewed,no,tiger
17498247,name_base,Ironwood,tiger
17498247,separated,no,tiger
17498247,upload_uuid,bulk_upload.pl-e5a08c29-708f-4271-b1a6-02f9f3759dd4,tiger
17498741,name,Camelot Manor,regular
17498741,highway,residential,regular
17498741,cfcc,A41,tiger
17498741,tlid,119927368:119911044:119911045:119931733:119931734,tiger
17498741,county,"Porter, IN",tiger
17498741,source,tiger_import_dch_v0.6_20070810,tiger
17498741,reviewed,no,tiger
17498741,zip_left,46368,tiger
17498741,name_base,Camelot Manor,tiger
17498741,separated,no,tiger
17498741,zip_right,46368,tiger
17498741,upload_uuid,bulk_upload.pl-e5a08c29-708f-4271-b1a6-02f9f3759dd4,tiger
17499130,name,Cori Court,regular
17499130,highway,residential,regular
17499561,highway,trunk,regular
17499561,lanes,4,regular
17499561,maxspeed,50 mph,regular
17499561,ref,US 20,regular
17499561,cfcc,A21,tiger
17499561,county,"Porter, IN",tiger
17499561,name_base,United States Highway 20,tiger
17499561,name_base_1,United States Highway 20,tiger
17499561,name_direction_prefix,W,tiger
17499561,name_direction_prefix_1,E,tiger
17499561,zip_left,46304,tiger
17499561,zip_right,46304,tiger
17500135,name,South 700 West,regular
17500135,highway,residential,regular
17500135,cfcc,A41,tiger
17500135,county,"Porter, IN",tiger
17500135,reviewed,no,tiger
17500135,zip_left,46341,tiger
17500135,name_base,700,tiger
17500135,zip_right,46341,tiger
17500135,name_direction_prefix,S,tiger
17500135,name_direction_suffix,W,tiger
17500644,name,Parkside Drive,regular
17500644,highway,residential,regular
17500644,cfcc,A41,tiger
17500644,county,"Porter, IN",tiger
17500644,reviewed,no,tiger
17500644,zip_left,46368,tiger
17500644,name_base,Parkside,tiger
17500644,name_type,Dr,tiger
17500644,zip_right,46368,tiger
17501223,name,North 15th Street,regular
17501223,highway,residential,regular
17501223,cfcc,A41,tiger
17501223,county,"Porter, IN",tiger
17501223,reviewed,no,tiger
17501223,zip_left,46304,tiger
17501223,name_base,15th,tiger
17501223,name_type,St,tiger
17501223,zip_right,46304,tiger
17501223,name_direction_prefix,N,tiger
17501658,name,Brandt Street,regular
17501658,highway,residential,regular
17501658,cfcc,A41,tiger
17501658,county,"Porter, IN",tiger
17501658,reviewed,no,tiger
17501658,zip_left,46368,tiger
17501658,name_base,Brandt,tiger
17501658,name_type,St,tiger
17501658,zip_right,46368,tiger
17502052,name,East 645 North,regular
17502052,highway,residential,regular
17502052,cfcc,A41,tiger
17502052,county,"Porter, IN",tiger
17502052,reviewed,no,tiger
17502052,zip_left,46383,tiger
17502052,name_base,645,tiger
17502052,zip_right,46383,tiger
17502052,name_direction_prefix,E,tiger
17502052,name_direction_suffix,N,tiger
17502461,name,Alta Drive,regular
17502461,highway,residential,regular
17502888,name,East Triangle,regular
17502888,highway,residential,regular
17502888,cfcc,A41,tiger
17502888,county,"Porter, IN",tiger
17502888,reviewed,no,tiger
17502888,zip_left,46304,tiger
17502888,name_base,East Triangle,tiger
17502888,zip_right,46304,tiger
17507121,name,Salt Creek Road,regular
17507121,highway,residential,regular
17507121,cfcc,A41,tiger
17507121,county,"Porter, IN",tiger
17507121,reviewed,no,tiger
17507121,zip_left,46368,tiger
17507121,name_base,Salt Creek,tiger
17507121,name_type,Rd,tiger
17507121,zip_right,46368,tiger
17507648,name,State Park Road,regular
17507648,name_1,County Road 1500 North,regular
17507648,highway,residential,regular
17507648,cfcc,A41,tiger
17507648,county,"Porter, IN",tiger
17507648,reviewed,no,tiger
17507648,name_base,Park,tiger
17507648,name_type,Rd,tiger
17507648,name_base_1,County Road 1500,tiger
17507648,name_direction_prefix,S,tiger
17507648,name_direction_suffix_1,N,tiger
17508236,name,East 900 North,regular
17508236,lanes,2,regular
17508236,highway,residential,regular
17508236,cfcc,A41,tiger
17508236,county,"Porter, IN",tiger
17508236,reviewed,no,tiger
17508236,zip_left,46304,tiger
17508236,name_base,900,tiger
17508236,name_direction_prefix,E,tiger
17508236,name_direction_suffix,N,tiger
17508816,name,Washington Street,regular
17508816,highway,residential,regular
17508816,cfcc,A41,tiger
17508816,county,"Porter, IN",tiger
17508816,reviewed,no,tiger
17508816,name_base,Washington,tiger
17508816,name_type,St,tiger
21761624,highway,residential,regular
21761624,cfcc,A41,tiger
21761624,tlid,54472018,tiger
21761624,county,"Grundy, IL",tiger
21761624,source,tiger_import_dch_v0.6_20070809,tiger
21761624,reviewed,no,tiger
21761624,separated,no,tiger
21761624,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21762699,highway,track,regular
21762699,cfcc,A41,tiger
21762699,county,"Grundy, IL",tiger
21762699,reviewed,no,tiger
21764154,highway,residential,regular
21764154,cfcc,A41,tiger
21764154,tlid,54471983,tiger
21764154,county,"Grundy, IL",tiger
21764154,source,tiger_import_dch_v0.6_20070809,tiger
21764154,reviewed,no,tiger
21764154,separated,no,tiger
21764154,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21765313,highway,residential,regular
21765313,cfcc,A41,tiger
21765313,tlid,54440711,tiger
21765313,county,"Grundy, IL",tiger
21765313,source,tiger_import_dch_v0.6_20070809,tiger
21765313,reviewed,no,tiger
21765313,separated,no,tiger
21765313,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21766995,highway,residential,regular
21766995,cfcc,A41,tiger
21766995,tlid,54477830:54477831:54477740:54477741:54477797:54477798,tiger
21766995,county,"Grundy, IL",tiger
21766995,source,tiger_import_dch_v0.6_20070809,tiger
21766995,reviewed,no,tiger
21766995,separated,no,tiger
21766995,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21768668,highway,residential,regular
21768668,cfcc,A41,tiger
21768668,tlid,54472441,tiger
21768668,county,"Grundy, IL",tiger
21768668,source,tiger_import_dch_v0.6_20070809,tiger
21768668,reviewed,no,tiger
21768668,separated,no,tiger
21768668,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21770471,highway,service,regular
21770471,cfcc,A41,tiger
21770471,tlid,54474954,tiger
21770471,county,"Grundy, IL",tiger
21770471,source,tiger_import_dch_v0.6_20070809,tiger
21770471,reviewed,no,tiger
21770471,separated,no,tiger
21770471,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21772669,highway,residential,regular
21772669,cfcc,A41,tiger
21772669,tlid,54456288,tiger
21772669,county,"Grundy, IL",tiger
21772669,source,tiger_import_dch_v0.6_20070809,tiger
21772669,reviewed,no,tiger
21772669,separated,no,tiger
21772669,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21773328,highway,residential,regular
21773328,cfcc,A41,tiger
21773328,county,"Grundy, IL",tiger
21773328,reviewed,no,tiger
21774063,highway,service,regular
21774063,cfcc,A41,tiger
21774063,tlid,54476361:54476362,tiger
21774063,county,"Grundy, IL",tiger
21774063,source,tiger_import_dch_v0.6_20070809,tiger
21774063,reviewed,no,tiger
21774063,separated,no,tiger
21774063,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21774924,highway,service,regular
21774924,cfcc,A41,tiger
21774924,tlid,54472214,tiger
21774924,county,"Grundy, IL",tiger
21774924,source,tiger_import_dch_v0.6_20070809,tiger
21774924,reviewed,no,tiger
21774924,separated,no,tiger
21774924,upload_uuid,bulk_upload.pl-0843c631-b94e-4452-82ac-34d4df81aa5d,tiger
21775695,name,Anne Lane,regular
21775695,highway,residential,regular
21775695,cfcc,A41,tiger
21775695,county,"Grundy, IL",tiger
21775695,reviewed,no,tiger
21775695,name_base,Anne,tiger
21775695,name_type,Ln,tiger
21776577,name,West Jackson Street,regular
21776577,highway,residential,regular
21777768,name,North Thorsen Lane,regular
21777768,highway,residential,regular
21777768,cfcc,A41,tiger
21777768,county,"Grundy, IL",tiger
21777768,reviewed,no,tiger
21777768,zip_left,60450,tiger
21777768,name_base,Thorsen,tiger
21777768,name_type,Ln,tiger
21777768,zip_right,60450,tiger
21777768,name_direction_prefix,N,tiger
21778727,name,Birch Street,regular
21778727,highway,residential,regular
21778727,cfcc,A41,tiger
21778727,county,"Grundy, IL",tiger
21778727,reviewed,no,tiger
21778727,zip_left,60447,tiger
21778727,name_base,Birch,tiger
21778727,name_type,St,tiger
21778727,zip_right,60447,tiger
21804737,name,North Harvard Circle,regular
21804737,highway,residential,regular
21804737,cfcc,A41,tiger
21804737,county,"Kane, IL",tiger
21804737,reviewed,no,tiger
21804737,zip_left,60177,tiger
21804737,name_base,Harvard,tiger
21804737,name_type,Cir,tiger
21804737,zip_right,60177,tiger
21804737,name_direction_prefix,N,tiger
21805138,highway,residential,regular
21805138,cfcc,A41,tiger
21805138,county,"Kane, IL",tiger
21805138,reviewed,no,tiger
21805610,name,Willey Street,regular
21805610,highway,residential,regular
21805610,maxspeed,20 mph,regular
21805610,cfcc,A41,tiger
21805610,county,"Kane, IL",tiger
21805610,reviewed,yes,tiger
21805610,zip_left,60136,tiger
21805610,name_base,Willey,tiger
21805610,name_type,St,tiger
21805610,zip_right,60136,tiger
21805839,name,Far View Court,regular
21805839,highway,residential,regular
21805839,cfcc,A41,tiger
21805839,county,"Kane, IL",tiger
21805839,reviewed,no,tiger
21805839,zip_left,60175,tiger
21805839,name_base,Far View,tiger
21805839,name_type,Ct,tiger
21805839,zip_right,60175,tiger
21806112,highway,residential,regular
21806112,name,South 1st Street,regular
